Pivot,Neighborhood,Init,Run1_Cost,Run1_Time,Run2_Cost,Run2_Time,Run3_Cost,Run3_Time,Run4_Cost,Run4_Time,Run5_Cost,Run5_Time,Run6_Cost,Run6_Time,Run7_Cost,Run7_Time,Run8_Cost,Run8_Time,Run9_Cost,Run9_Time,Run10_Cost,Run10_Time,Avg_Cost,Avg_Time,Min_Cost,Max_Cost
--first,--transpose,--random-init,146313,0.003587,146994,0.002233,143354,0.002838,144007,0.005134,139973,0.003845,144980,0.005460,140433,0.003457,145564,0.003624,143549,0.006753,144972,0.004525,144013,0.004200,139973,146994
--first,--transpose,--srz,128567,0.006413,128567,0.007032,128567,0.006703,128567,0.006212,128567,0.005827,128567,0.005719,128567,0.006401,128567,0.007008,128567,0.007201,128567,0.007043,128567,0.006500,128567,128567
--first,--exchange,--random-init,128054,0.390287,125400,0.255426,126562,0.273303,126749,0.278808,126177,0.299642,127149,0.243014,126743,0.259794,128628,0.207482,127840,0.241320,127176,0.253531,127047,0.270200,125400,128628
--first,--exchange,--srz,124944,0.057294,124944,0.057486,124944,0.053642,124944,0.058564,124944,0.059843,124944,0.061918,124944,0.055153,124944,0.056984,124944,0.056652,124944,0.055189,124944,0.057300,124944,124944
--first,--insert,--random-init,135241,0.117174,139297,0.034374,136892,0.036777,134899,0.050806,149524,0.026831,135206,0.105536,144359,0.046372,137680,0.055450,136457,0.073620,150024,0.020891,139957,0.056800,134899,150024
--first,--insert,--srz,128081,0.023172,128081,0.022791,128081,0.023619,128081,0.024192,128081,0.023876,128081,0.023853,128081,0.022145,128081,0.021789,128081,0.021789,128081,0.022873,128081,0.023100,128081,128081
--best,--transpose,--random-init,142843,0.012941,145632,0.007018,143896,0.008187,141101,0.008028,146381,0.008863,143644,0.011145,149503,0.008150,141291,0.008030,146085,0.008035,139178,0.008495,143955,0.008800,139178,149503
--best,--transpose,--srz,128602,0.007282,128602,0.008647,128602,0.008421,128602,0.009121,128602,0.007118,128602,0.009805,128602,0.008279,128602,0.007982,128602,0.007957,128602,0.008403,128602,0.008200,128602,128602
--best,--exchange,--random-init,142590,0.041879,146232,0.025841,134603,0.054976,145636,0.018891,141374,0.033177,138850,0.048842,143100,0.039786,143124,0.017615,136402,0.063551,146255,0.018497,141816,0.036400,134603,146255
--best,--exchange,--srz,127839,0.020296,127839,0.019977,127839,0.018308,127839,0.018999,127839,0.018125,127839,0.018147,127839,0.019300,127839,0.017824,127839,0.018269,127839,0.018433,127839,0.018600,127839,127839
--best,--insert,--random-init,147281,0.060647,149592,0.071489,147985,0.059851,146747,0.023080,145841,0.093594,144605,0.085942,145713,0.144438,146049,0.093719,149894,0.045822,151534,0.055062,147524,0.073400,144605,151534
--best,--insert,--srz,128195,0.028776,128195,0.028690,128195,0.029638,128195,0.028916,128195,0.028531,128195,0.027887,128195,0.032523,128195,0.028657,128195,0.027759,128195,0.028793,128195,0.029300,128195,128195
