Pivot,Neighborhood,Init,Run1_Cost,Run1_Time,Run2_Cost,Run2_Time,Run3_Cost,Run3_Time,Run4_Cost,Run4_Time,Run5_Cost,Run5_Time,Run6_Cost,Run6_Time,Run7_Cost,Run7_Time,Run8_Cost,Run8_Time,Run9_Cost,Run9_Time,Run10_Cost,Run10_Time,Avg_Cost,Avg_Time,Min_Cost,Max_Cost
--first,--transpose,--random-init,1484065,0.538182,1459300,0.637012,1493014,0.313271,1483659,0.588950,1463831,0.556785,1495378,0.515689,1468970,0.557739,1498224,0.429284,1496871,0.555345,1482420,0.559217,1482573,0.525100,1459300,1498224
--first,--transpose,--srz,1334593,0.401159,1334593,0.395926,1334593,0.418254,1334593,0.398488,1334593,0.400782,1334593,0.379465,1334593,0.396574,1334593,0.412063,1334593,0.393822,1334593,0.410060,1334593,0.400600,1334593,1334593
--first,--exchange,--random-init,1291686,158.715818,1289688,164.923211,1289459,158.412340,1292218,149.470323,1291997,150.207368,1293424,145.031864,1288529,179.437937,1291835,163.311613,1296986,152.657428,1298371,141.183171,1292419,156.335000,1288529,1298371
--first,--exchange,--srz,1290546,57.351933,1290546,57.073510,1290546,56.783463,1290546,57.287699,1290546,56.791010,1290546,56.686295,1290546,57.705845,1290546,57.347388,1290546,57.334705,1290546,57.850379,1290546,57.221200,1290546,1290546
