Pivot,Neighborhood,Init,Run1_Cost,Run1_Time,Run2_Cost,Run2_Time,Run3_Cost,Run3_Time,Run4_Cost,Run4_Time,Run5_Cost,Run5_Time,Run6_Cost,Run6_Time,Run7_Cost,Run7_Time,Run8_Cost,Run8_Time,Run9_Cost,Run9_Time,Run10_Cost,Run10_Time,Avg_Cost,Avg_Time,Min_Cost,Max_Cost
--first,--transpose,--random-init,144793,0.005893,140142,0.006500,145334,0.004843,141300,0.009386,142600,0.007375,149237,0.006468,139756,0.005002,141758,0.008336,144568,0.007105,144502,0.008233,143399,0.006700,139756,149237
--first,--transpose,--srz,128466,0.006509,128466,0.008928,128466,0.006452,128466,0.006338,128466,0.007243,128466,0.007431,128466,0.006371,128466,0.006121,128466,0.008148,128466,0.007355,128466,0.006900,128466,128466
--first,--exchange,--random-init,126485,0.401888,126122,0.355502,125395,0.396970,126020,0.259016,125311,0.345769,126520,0.333346,125707,0.321941,126444,0.352067,125170,0.353068,125138,0.469421,125831,0.358900,125138,126520
--first,--exchange,--srz,125706,0.142266,125706,0.140661,125706,0.141876,125706,0.138650,125706,0.136298,125706,0.141524,125706,0.139330,125706,0.137317,125706,0.163500,125706,0.148788,125706,0.143100,125706,125706
--first,--insert,--random-init,124379,0.837982,124629,0.753005,125531,0.697454,125489,0.715425,125855,0.680398,127277,0.594229,125133,0.749921,124848,0.585445,125223,0.758819,125490,0.554713,125385,0.692600,124379,127277
--first,--insert,--srz,125942,0.100396,125942,0.101672,125942,0.098475,125942,0.102641,125942,0.103112,125942,0.099966,125942,0.097385,125942,0.098265,125942,0.098387,125942,0.102573,125942,0.100200,125942,125942
--best,--transpose,--random-init,148208,0.019271,144274,0.016417,143099,0.010092,148133,0.012448,144767,0.012580,145402,0.010646,141031,0.016245,142851,0.016509,142100,0.015831,144115,0.012876,144398,0.014300,141031,148208
--best,--transpose,--srz,128560,0.006356,128560,0.007010,128560,0.006519,128560,0.006522,128560,0.006930,128560,0.006826,128560,0.006928,128560,0.007065,128560,0.006588,128560,0.006622,128560,0.006900,128560,128560
--best,--exchange,--random-init,128118,0.171752,128380,0.225800,127988,0.257984,126952,0.196076,128178,0.169489,127356,0.241203,129274,0.183069,131062,0.169964,127284,0.202018,126882,0.180283,128147,0.199700,126882,131062
--best,--exchange,--srz,126735,0.051272,126735,0.053255,126735,0.053566,126735,0.053017,126735,0.054212,126735,0.052198,126735,0.063409,126735,0.052226,126735,0.055486,126735,0.054411,126735,0.054100,126735,126735
--best,--insert,--random-init,127821,0.356690,125777,0.381347,124959,0.357150,126951,0.398061,125800,0.366550,127032,0.418127,128753,0.284982,127945,0.324646,127361,0.378400,126644,0.437226,126904,0.370300,124959,128753
--best,--insert,--srz,125183,0.131477,125183,0.129710,125183,0.133871,125183,0.132278,125183,0.131854,125183,0.132454,125183,0.130157,125183,0.128602,125183,0.130853,125183,0.133946,125183,0.131500,125183,125183
