Pivot,Neighborhood,Init,Run1_Cost,Run1_Time,Run2_Cost,Run2_Time,Run3_Cost,Run3_Time,Run4_Cost,Run4_Time,Run5_Cost,Run5_Time,Run6_Cost,Run6_Time,Run7_Cost,Run7_Time,Run8_Cost,Run8_Time,Run9_Cost,Run9_Time,Run10_Cost,Run10_Time,Avg_Cost,Avg_Time,Min_Cost,Max_Cost
--first,--transpose,--random-init,448979,0.050116,435478,0.047831,446635,0.055233,451073,0.044529,441293,0.060815,443999,0.052176,444344,0.060606,440330,0.060464,434151,0.054590,436937,0.045052,442321,0.053200,434151,451073
--first,--transpose,--srz,390547,0.069479,390547,0.064962,390547,0.065488,390547,0.067696,390547,0.061394,390547,0.057786,390547,0.061049,390547,0.059873,390547,0.058284,390547,0.055533,390547,0.062100,390547,390547
--first,--exchange,--random-init,386159,6.299408,386249,7.227250,385227,5.243374,385341,6.107937,381613,7.135025,387520,4.717148,384985,7.519584,383236,5.280853,383448,7.258246,383909,6.056512,384768,6.284500,381613,387520
--first,--exchange,--srz,387656,2.172873,387656,2.124671,387656,2.029970,387656,1.972162,387656,1.988130,387656,2.068582,387656,2.082765,387656,1.959248,387656,2.008589,387656,2.024743,387656,2.043300,387656,387656
--first,--insert,--random-init,387592,13.795742,388002,12.998648,387616,11.833925,386280,11.591759,388503,11.219464,388737,9.762669,388965,12.936021,387533,10.719815,388878,10.849591,383836,13.062633,387594,11.877200,383836,388965
--first,--insert,--srz,383467,3.085938,383467,3.128049,383467,3.221659,383467,3.262619,383467,3.096282,383467,3.155922,383467,3.051761,383467,3.124698,383467,3.022186,383467,2.968620,383467,3.111900,383467,383467
--best,--transpose,--random-init,449675,0.173800,453171,0.143366,453046,0.076378,455958,0.129064,448983,0.081002,441660,0.136611,446005,0.134725,440354,0.135720,444784,0.117242,442738,0.160182,447637,0.128800,440354,455958
--best,--transpose,--srz,390284,0.056353,390284,0.054335,390284,0.055495,390284,0.054160,390284,0.056480,390284,0.056317,390284,0.055082,390284,0.053382,390284,0.053507,390284,0.053827,390284,0.054700,390284,390284
--best,--exchange,--random-init,395547,1.819481,394955,2.305555,396166,2.123450,392656,3.226970,394236,2.437871,399599,2.557988,393299,2.534377,396746,2.166456,390417,2.739452,393233,2.637322,394685,2.454700,390417,399599
--best,--exchange,--srz,388522,0.850220,388522,0.876424,388522,0.863213,388522,0.860746,388522,0.846818,388522,0.832781,388522,0.834930,388522,0.891116,388522,0.866798,388522,0.873028,388522,0.859600,388522,388522
--best,--insert,--random-init,394421,5.177625,391313,4.886410,390894,5.327502,390401,5.056563,387246,5.339255,391354,5.480789,386376,6.545916,390835,4.528626,391062,5.097110,391090,4.889772,390499,5.233100,386376,394421
--best,--insert,--srz,384035,2.572103,384035,2.537349,384035,2.542085,384035,2.769409,384035,2.704443,384035,2.612042,384035,2.559208,384035,2.545990,384035,2.597098,384035,2.528918,384035,2.596700,384035,384035
